,tos,sos,spco2,mlotst,o2os,no3os,po4os,sios,dfeos,co3,Cyanobacteria,Proteobacteria,Ascomycota,Bacteroidetes,Firmicutes,Richness,Shannon,bi-cycle,3h4h,Assimilatory_nitrate_reduction,Assimilatory_sulfate_reduction,ATP_synthesis,Calvin_cycle,Cysteine_biosynthesis,Denitrification,Dissimilatory_nitrate_reduction,Dissimilatory_sulfate_reduction,Nitrification,Nitrogen_fixation,Pta-Ack,antenna_proteins,Photosynthetic_electron_transport,Photosystem_I,Photosystem_II,acetyl-CoA_pathway,Sulfur_oxidation
SRR12479913,9.07865875,34.085993,37.4621245,44.67637175,0.292804518,0.012011944,0.000846679,0.006175839,9.39E-08,0.139684703,0.005849327,0.283480051,0.168939477,0.102845149,0.032279469,2966,5.331440604,0.006879794,0.002804988,0.045297407,0.223730394,0.009844278,0.200286113,0.109553327,0.030725693,0.01212036,0.0204255,0.002231505,0.022546519,0.172350818,0.007481992,0.014544508,0.001227372,0.003213615,0.055984,0.058751819
SRR12479914,9.2201295,34.07957475,37.54433375,41.48815875,0.293031493,0.011808405,0.000830929,0.005446825,8.94E-08,0.14002183,0.005934182,0.309019094,0.159219016,0.112769574,0.032562374,3032,5.262910931,0.007222434,0.003002252,0.044977078,0.225755889,0.01069082,0.198285159,0.110597483,0.032455678,0.012705896,0.021427856,0.00240993,0.023638166,0.168342224,0.007832574,0.014165586,0.001339679,0.003473696,0.059906141,0.05177146
SRR12479915,9.627829,34.0758925,37.6903825,38.64524475,0.290887663,0.011303842,0.000798975,0.00501477,8.49E-08,0.14151398,0.00575094,0.275945022,0.184764976,0.044739479,0.031833043,2972,5.296473856,0.007975442,0.002723587,0.044711829,0.214938676,0.012292703,0.22097374,0.106726733,0.031709012,0.012059729,0.020247378,0.002256565,0.022386275,0.154301337,0.007864206,0.013729109,0.001169773,0.003187673,0.060729749,0.060016484
SRR12479916,10.19420125,34.102017,37.8389425,38.29853275,0.287256393,0.010456807,0.00074263,0.004476435,8.30E-08,0.144000495,0.011161895,0.193233029,0.207303319,0.062685348,0.029793186,3024,5.769459048,0.011714547,0.002960081,0.054045483,0.240889133,0.011342192,0.153435453,0.113860581,0.037353209,0.01317536,0.020229311,0.002564854,0.023127577,0.147941365,0.008607102,0.014679138,0.001326236,0.003205586,0.085011822,0.054530972
SRR12479917,10.69142888,34.11419175,38.0576515,37.71780675,0.284373768,0.009617639,0.000685903,0.003909274,7.70E-08,0.145858405,0.007696161,0.221490485,0.199118719,0.052583037,0.029640958,3014,5.505947466,0.008166577,0.002700235,0.043863317,0.215108216,0.011257349,0.213203026,0.109061162,0.031144321,0.011583533,0.01885644,0.002240493,0.0212242,0.152016367,0.007676624,0.013498652,0.00131285,0.003324008,0.063454211,0.07030842
SRR12479918,15.27754375,35.0580035,36.4536985,28.28365,0.261910178,0.001856863,0.000138425,0.001741203,5.08E-07,0.183678707,0.29113965,0.194486257,0.102254445,0.047940491,0.036006251,2986,4.591684133,0.008690457,0.003901061,0.05471198,0.25320413,0.011167906,0.117944611,0.1252791,0.037917838,0.014796126,0.028175243,0.002746201,0.029115072,0.135744962,0.011653363,0.01582493,0.002096109,0.007238889,0.071833845,0.067958179
SRR12479919,11.31230925,34.12999725,38.26193375,34.6501935,0.28069698,0.008431649,0.000605331,0.003327797,7.27E-08,0.14839439,0.009554835,0.296017173,0.166338041,0.079125274,0.042193594,3037,5.444175755,0.006451721,0.002967633,0.043046216,0.219945595,0.011278593,0.223805872,0.116134329,0.030198049,0.012508928,0.021871671,0.002286883,0.024030626,0.136353622,0.007594369,0.013149949,0.001437943,0.003520081,0.054437069,0.06898085
SRR12479920,11.83783725,34.1358605,38.4581365,32.09966475,0.278120133,0.007683286,0.000556009,0.003041507,7.01E-08,0.150450795,0.016534095,0.248043127,0.18297887,0.070522791,0.037137612,2996,5.520504525,0.010026685,0.003323704,0.060671413,0.243176191,0.011361966,0.140661718,0.116446225,0.037045222,0.013186676,0.023558446,0.00250034,0.025499619,0.156481616,0.009930136,0.01524403,0.001156683,0.003344402,0.075330876,0.051054051
SRR12479921,13.22043725,34.120223,39.20006125,24.846763,0.271451198,0.006474484,0.000478193,0.002622161,6.07E-08,0.15508391,0.045757105,0.217259553,0.18381719,0.074396712,0.037221517,2982,5.380917066,0.006695494,0.002801821,0.043795091,0.203033594,0.011637957,0.237587056,0.107424939,0.030071271,0.011675123,0.020275372,0.002284599,0.022553478,0.156953399,0.008097684,0.013514329,0.001210963,0.003457005,0.054292128,0.062638697
SRR12479922,13.22043725,34.120223,39.20006125,24.846763,0.271451198,0.006474484,0.000478193,0.002622161,6.07E-08,0.15508391,0.022156216,0.177672593,0.217221041,0.056568208,0.031602387,2974,5.544034371,0.00569067,0.002167524,0.039207833,0.175408397,0.009231139,0.333628798,0.106985628,0.02486901,0.009229783,0.015462894,0.001765962,0.017528801,0.131462433,0.007421345,0.013039807,0.000836858,0.00250715,0.044793042,0.058762926
SRR12479923,14.08445175,34.0929985,39.758727,23.54398525,0.266916703,0.005424305,0.000410397,0.002209214,5.10E-08,0.157555093,0.017924932,0.137979509,0.232334116,0.0388674,0.024064222,2963,5.221325527,0.00371297,0.001757359,0.03370066,0.154414848,0.011117783,0.35355257,0.109206755,0.019860209,0.007360775,0.012702857,0.001403332,0.014289748,0.132387864,0.006098069,0.011783705,0.000691825,0.002088781,0.031198961,0.09267093
SRR12479924,30.95926275,35.089078,44.748523,12.56482065,0.195640343,5.82E-05,2.45E-06,0.001598951,3.29E-07,0.243838353,0.585142133,0.081082011,0.083128036,0.015528154,0.015649452,3033,3.108552246,0.008062322,0.002933778,0.048096069,0.218416745,0.016707211,0.194211387,0.110910606,0.032355011,0.011991214,0.0226749,0.002346573,0.023724272,0.143701019,0.008124351,0.017864624,0.003669868,0.007683285,0.06165525,0.064871513
SRR12479925,30.95926275,35.089078,44.748523,12.56482065,0.195640343,5.82E-05,2.45E-06,0.001598951,3.29E-07,0.243838353,0.562669586,0.090644152,0.085915389,0.017806069,0.017134057,3018,3.271409048,0.008167995,0.002825281,0.048942157,0.217483252,0.015318218,0.182594373,0.109160186,0.032016617,0.011770348,0.022083435,0.002331265,0.022591516,0.150155125,0.007883588,0.017151831,0.003689107,0.007644507,0.061658579,0.076532618
SRR12479926,30.95926275,35.089078,44.748523,12.56482065,0.195640343,5.82E-05,2.45E-06,0.001598951,3.29E-07,0.243838353,0.523579183,0.16679278,0.070632254,0.020732462,0.021401782,3004,3.451660372,0.01095476,0.003294211,0.05091263,0.235966813,0.014129245,0.154194686,0.11522042,0.036232817,0.012521291,0.024621864,0.002495538,0.024344004,0.149715187,0.008789206,0.017067383,0.003582909,0.00920067,0.078527195,0.04822917
SRR12479927,30.95926275,35.089078,44.748523,12.56482065,0.195640343,5.82E-05,2.45E-06,0.001598951,3.29E-07,0.243838353,0.544714625,0.102399765,0.08818183,0.017887688,0.0182829,2982,3.382992686,0.006935915,0.0025882,0.03846833,0.185531421,0.012110011,0.316406646,0.09655936,0.027448646,0.010267631,0.018818002,0.001939901,0.020011674,0.127856094,0.006507157,0.013822493,0.002823972,0.006123671,0.052200707,0.053580168
SRR12479928,23.60881075,36.4065185,44.9005565,17.65846338,0.22043354,0.000883092,4.36E-06,0.001117119,1.60E-07,0.21949286,0.542789774,0.067152914,0.110230365,0.012799575,0.012593083,2963,3.339231854,0.009832591,0.002862509,0.066531596,0.229675452,0.012151918,0.153015074,0.120217821,0.034280448,0.012352578,0.02224717,0.002444355,0.02299125,0.13524771,0.008282135,0.017419066,0.002237584,0.007656631,0.070233765,0.070320347
SRR12479929,30.83245,35.09812425,44.623277,12.74237425,0.195688075,2.91E-05,2.67E-06,0.00160665,3.17E-07,0.243662688,0.640684749,0.125088469,0.048182023,0.021657942,0.019422242,2973,3.060250659,0.011283032,0.003849593,0.056216941,0.26947073,0.013083064,0.097685422,0.128881994,0.042100344,0.015687645,0.028904019,0.00292736,0.030570296,0.13300866,0.012242787,0.017287899,0.003828272,0.008222983,0.086501948,0.038247012
SRR12479930,30.83245,35.09812425,44.623277,12.74237425,0.195688075,2.91E-05,2.67E-06,0.00160665,3.17E-07,0.243662688,0.50200789,0.159270027,0.074767998,0.023975555,0.026493678,2977,3.670129688,0.009429912,0.003513306,0.04976737,0.240841878,0.013823784,0.14564116,0.119564558,0.037032873,0.014212724,0.026196304,0.002687243,0.026940987,0.151721411,0.009605523,0.016297307,0.003257082,0.007765948,0.072931221,0.048769409
SRR12479931,30.83245,35.09812425,44.623277,12.74237425,0.195688075,2.91E-05,2.67E-06,0.00160665,3.17E-07,0.243662688,0.654765385,0.122383615,0.046574239,0.019382504,0.022215375,2920,2.634323943,0.00862177,0.004426229,0.054027908,0.280829563,0.015313705,0.094398638,0.135281314,0.041307975,0.017060943,0.033452699,0.002998403,0.034205508,0.127402754,0.009808124,0.01949031,0.0048915,0.010336325,0.073119731,0.033026602
SRR12479932,30.83245,35.09812425,44.623277,12.74237425,0.195688075,2.91E-05,2.67E-06,0.00160665,3.17E-07,0.243662688,0.564939756,0.108424695,0.078422514,0.017273335,0.019858593,3020,3.172492268,0.007865431,0.003240423,0.046324567,0.22791193,0.016673788,0.177029789,0.117427754,0.0335843,0.012976881,0.025121411,0.002414698,0.025328268,0.143622062,0.00820361,0.017530018,0.003523049,0.007514637,0.061484884,0.062222499
SRR12479933,30.83245,35.09812425,44.623277,12.74237425,0.195688075,2.91E-05,2.67E-06,0.00160665,3.17E-07,0.243662688,0.66879709,0.100644516,0.048260973,0.019389135,0.016587191,3026,2.647386508,0.009675894,0.003645337,0.048428572,0.255259035,0.01816773,0.130192075,0.129438596,0.037525296,0.01421931,0.028881188,0.002828276,0.028747338,0.128497107,0.008398368,0.019530896,0.005673601,0.010729611,0.074872867,0.045288906
SRR12479934,30.83245,35.09812425,44.623277,12.74237425,0.195688075,2.91E-05,2.67E-06,0.00160665,3.17E-07,0.243662688,0.610984831,0.081220004,0.075340119,0.014026679,0.014472562,3033,2.960333189,0.008250035,0.002958459,0.046851143,0.220328501,0.014825497,0.179322104,0.115014131,0.031787403,0.011877816,0.02270003,0.002392452,0.023165032,0.151544374,0.008284325,0.017594274,0.004152722,0.008059562,0.061447173,0.069444969
SRR12479935,30.5847995,35.10280275,44.3417465,13.55531125,0.196079925,1.14E-05,3.73E-06,0.001615815,2.98E-07,0.243219837,0.574473554,0.121943394,0.070846074,0.016718051,0.019264476,3020,3.121398146,0.010112896,0.003537698,0.057312191,0.24933743,0.01400593,0.130084372,0.123197625,0.037593281,0.01415096,0.026343338,0.002770527,0.027266894,0.143409097,0.008977418,0.017216167,0.003166029,0.007160274,0.075655868,0.048702005
SRR12479936,30.5847995,35.10280275,44.3417465,13.55531125,0.196079925,1.14E-05,3.73E-06,0.001615815,2.98E-07,0.243219837,0.591506438,0.117832329,0.06627667,0.017822809,0.019988676,3001,2.968711304,0.007635059,0.003337221,0.04725948,0.237325027,0.016566318,0.164805649,0.122436997,0.03422726,0.013806035,0.027292102,0.002540401,0.027111325,0.140268218,0.008568014,0.018576687,0.004325849,0.009148324,0.060718004,0.054052031
SRR12479937,30.5847995,35.10280275,44.3417465,13.55531125,0.196079925,1.14E-05,3.73E-06,0.001615815,2.98E-07,0.243219837,0.624211594,0.10101448,0.063400183,0.016351879,0.018563861,3013,2.858215483,0.008132982,0.003299067,0.048379729,0.233674826,0.01588669,0.158668954,0.117924524,0.03479225,0.013388611,0.025710615,0.002546284,0.026475249,0.144838517,0.008659883,0.018272194,0.004498808,0.010721399,0.063282845,0.060846571
SRR12479938,30.326856,35.1015765,44.0457375,16.3882615,0.196581023,6.44E-06,4.93E-06,0.001622686,2.95E-07,0.24272449,0.579104711,0.079402014,0.087533085,0.01266262,0.013164768,2989,3.227416676,0.010126042,0.002603216,0.048267453,0.211173776,0.016408679,0.199431147,0.106384222,0.032585048,0.010898883,0.020423506,0.002264535,0.02042083,0.153236784,0.007937077,0.016791686,0.003803703,0.007361963,0.072017928,0.057863523
SRR12479939,22.71442275,36.31681875,43.896168,19.95278575,0.223574367,0.000950126,4.69E-06,0.001071378,1.51E-07,0.216257448,0.563976672,0.107461592,0.079917636,0.020770857,0.019563668,3009,3.211594451,0.008545356,0.003286891,0.060433946,0.250328507,0.012982953,0.143972825,0.1274645,0.035517572,0.014013167,0.026250171,0.002574292,0.027384221,0.12597719,0.008584699,0.019093869,0.002598546,0.00942271,0.068112759,0.053455826
SRR12479940,30.326856,35.1015765,44.0457375,16.3882615,0.196581023,6.44E-06,4.93E-06,0.001622686,2.95E-07,0.24272449,0.564212191,0.097684274,0.081195078,0.016787132,0.017418498,2990,3.202957137,0.008900927,0.002884971,0.048992138,0.216057299,0.015303709,0.184253947,0.11071238,0.032559088,0.011818142,0.022743033,0.002223635,0.022470211,0.151073533,0.008097489,0.01735566,0.004037018,0.008820071,0.065532212,0.066164539
SRR12479941,30.326856,35.1015765,44.0457375,16.3882615,0.196581023,6.44E-06,4.93E-06,0.001622686,2.95E-07,0.24272449,0.592493294,0.094422921,0.069600215,0.018524873,0.017828136,2976,3.0210711,0.00878262,0.003197742,0.04862224,0.229500254,0.017347052,0.165799062,0.11597434,0.034489063,0.01275856,0.025222424,0.00234961,0.024420034,0.140882949,0.008619891,0.018227122,0.004785232,0.012841024,0.068517095,0.057663686
SRR12479942,30.326856,35.1015765,44.0457375,16.3882615,0.196581023,6.44E-06,4.93E-06,0.001622686,2.95E-07,0.24272449,0.494845907,0.09956221,0.094644052,0.019796868,0.018575022,2981,3.56463356,0.009438339,0.003124348,0.049366258,0.220394194,0.016808628,0.180853338,0.11388168,0.034275029,0.012076598,0.022112397,0.002396983,0.022597725,0.143929928,0.008185104,0.016290533,0.003249023,0.009832251,0.070154704,0.061032938
SRR12479943,30.326856,35.1015765,44.0457375,16.3882615,0.196581023,6.44E-06,4.93E-06,0.001622686,2.95E-07,0.24272449,0.442567114,0.130187703,0.095627508,0.022903836,0.023196123,2967,3.828127825,0.010472174,0.003434883,0.052663125,0.234696977,0.014251277,0.150169119,0.118340087,0.037175107,0.013309779,0.023867543,0.002576742,0.025015822,0.142927531,0.008615559,0.016611683,0.002782295,0.010739452,0.077670727,0.054680119
SRR12479944,30.04305975,35.06649775,43.570824,19.132986,0.197059418,4.98E-06,5.90E-06,0.001625907,3.20E-07,0.242140678,0.511686582,0.136656803,0.077235231,0.022072866,0.029384343,3048,3.571664001,0.013875984,0.00385364,0.063235594,0.275990228,0.012287804,0.079706521,0.133100912,0.044371546,0.015762347,0.026918676,0.002958603,0.029302393,0.12639231,0.009483356,0.015881802,0.002101767,0.006845751,0.099709016,0.038221748
SRR12479945,29.94430975,35.0934,43.56284625,19.69331025,0.197456685,4.76E-06,6.41E-06,0.00162659,3.13E-07,0.24197414,0.422912655,0.115959196,0.117823354,0.021029788,0.019007485,3011,3.965464341,0.009768774,0.002855854,0.049229014,0.214280436,0.01561662,0.20196911,0.113068305,0.033678567,0.011413585,0.020453096,0.002296918,0.021249449,0.141972818,0.008132741,0.01574405,0.002392498,0.007484393,0.071879313,0.056514458
SRR12479946,29.94430975,35.0934,43.56284625,19.69331025,0.197456685,4.76E-06,6.41E-06,0.00162659,3.13E-07,0.24197414,0.607624451,0.12293146,0.05830774,0.022026698,0.023807548,2391,2.841076235,0.009666817,0.00414264,0.089154146,0.265363068,0.015430537,0.079653675,0.134462965,0.036850755,0.012106134,0.03191912,0.002388307,0.027744383,0.121556179,0.00696569,0.023346118,0.005399638,0.014632473,0.082577384,0.036639969
SRR12479947,29.19552075,35.01050625,42.3025535,22.21281075,0.199215325,6.11E-06,7.97E-06,0.001627061,3.55E-07,0.240683205,0.58347179,0.114827546,0.067797404,0.023743258,0.020826593,3039,3.271811411,0.007327438,0.003147897,0.04231432,0.217666393,0.017186708,0.205860418,0.116683023,0.031992381,0.012271692,0.025283415,0.002295668,0.024181144,0.141592039,0.009216621,0.018122851,0.00479275,0.012267814,0.05860018,0.049197247
SRR12479948,29.657451,34.42139625,41.78095325,9.86620725,0.20024672,0.000845606,2.91E-06,0.001624265,4.67E-07,0.23767922,0.511130338,0.246995494,0.03876399,0.022090561,0.022204874,2985,3.267011405,0.013166735,0.004271857,0.099293181,0.287877459,0.011890676,0.052397155,0.136515953,0.045218917,0.016860009,0.030048866,0.003023221,0.033017657,0.116516524,0.009750129,0.015673209,0.002482759,0.005933443,0.099061223,0.017001029
SRR12479949,29.657451,34.42139625,41.78095325,9.86620725,0.20024672,0.000845606,2.91E-06,0.001624265,4.67E-07,0.23767922,0.556098019,0.213011415,0.049294301,0.024109939,0.023534123,2968,3.1337112,0.010559048,0.004178084,0.064329515,0.280200471,0.013545022,0.090056951,0.136228429,0.042441135,0.017040682,0.031444836,0.003020859,0.033459002,0.126785299,0.010539025,0.017549751,0.003418425,0.00780251,0.081415195,0.025985762
SRR12479950,29.657451,34.42139625,41.78095325,9.86620725,0.20024672,0.000845606,2.91E-06,0.001624265,4.67E-07,0.23767922,0.597830375,0.199287116,0.040028543,0.021988465,0.027758508,2963,2.844459418,0.010236359,0.004317941,0.069239204,0.289212389,0.013824593,0.073485464,0.13905675,0.043911173,0.017660122,0.033469891,0.003188326,0.035470932,0.122968854,0.010534196,0.017552463,0.003669805,0.008270491,0.082861566,0.021069482
SRR12479951,23.93681725,35.96435925,39.33308675,30.51706975,0.21705152,2.49E-06,6.11E-06,0.001117736,3.04E-07,0.234688205,0.682507801,0.096369775,0.049814922,0.014861521,0.017336944,3059,2.34421995,0.006730037,0.004298236,0.058724693,0.289679539,0.014510644,0.081794579,0.139574185,0.040740502,0.018041843,0.034968685,0.003205201,0.03730846,0.121415811,0.010212479,0.021224436,0.004075466,0.010003534,0.061348939,0.042142732
SRR12479952,29.6503005,34.346886,41.8769785,9.6019645,0.200475058,0.000927651,3.00E-06,0.001647752,4.88E-07,0.236467905,0.50787009,0.245912512,0.052004716,0.02230018,0.026305715,2961,3.341575192,0.011350583,0.004219124,0.072830272,0.281369698,0.012645373,0.084197689,0.137258864,0.043113197,0.016966172,0.030765999,0.003064895,0.033136737,0.122869072,0.009780506,0.016523003,0.002732073,0.006899502,0.085674982,0.024602258
SRR12479953,29.6503005,34.346886,41.8769785,9.6019645,0.200475058,0.000927651,3.00E-06,0.001647752,4.88E-07,0.236467905,0.558312012,0.223490747,0.045483036,0.020576908,0.02253515,2977,3.031877434,0.008657217,0.004403079,0.060593295,0.281035617,0.015101876,0.100437739,0.136999691,0.041275035,0.017039785,0.033721157,0.003266507,0.034729271,0.123459838,0.009939049,0.0178661,0.004008851,0.009930762,0.072352815,0.025182318
SRR12479954,29.6503005,34.346886,41.8769785,9.6019645,0.200475058,0.000927651,3.00E-06,0.001647752,4.88E-07,0.236467905,0.709796939,0.148950671,0.026380359,0.018210215,0.020484142,2944,1.949037548,0.002688608,0.005765375,0.058502919,0.334647882,0.016033015,0.042171659,0.160857873,0.042804722,0.02232125,0.046511088,0.003624684,0.048759224,0.105684626,0.01077926,0.023737673,0.004763043,0.010284547,0.044107956,0.015954597
SRR12479955,29.6503005,34.346886,41.8769785,9.6019645,0.200475058,0.000927651,3.00E-06,0.001647752,4.88E-07,0.236467905,0.534837917,0.23987722,0.045578623,0.024867417,0.025608046,2980,3.154983114,0.009669897,0.00479764,0.06783657,0.295457607,0.013532655,0.064204898,0.144217964,0.044641545,0.0178732,0.035269886,0.003151426,0.036698544,0.118584584,0.010436538,0.017985667,0.003220706,0.008802223,0.08077856,0.022839889
SRR12479956,29.6503005,34.346886,41.8769785,9.6019645,0.200475058,0.000927651,3.00E-06,0.001647752,4.88E-07,0.236467905,0.481077562,0.354011424,0.032237906,0.018713024,0.01840847,2968,2.787522598,0.009469565,0.004613948,0.05955268,0.288486559,0.015697708,0.08431797,0.139867843,0.042784137,0.017903052,0.0350049,0.003301163,0.035873939,0.122302102,0.009931245,0.018782534,0.004859318,0.010457786,0.076495727,0.020297823
